sentence,word_labels
"Officials say they believe a rival crime family targeted Ya'akov Alperon Monday , in the attack .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The blast also slightly wounded two bystanders , including a 13-year-old boy .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Media reports say Alperon was returning from a court hearing for his son , Dror , who is facing extortion charges .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Witnesses say they heard a huge explosion , and some thought it was a terrorist attack .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The lawyer , Yoram Haham , had represented several notorious mobsters during his career as a criminal lawyer .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The agreement will take effect on the first of February .,"O,O,O,O,O,O,O,O,O,O,O"
No human cases have been announced in the country .,"O,O,O,O,O,O,O,O,O,O"
More than 160 people have died from bird flu since late 2003 .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
Most of the victims came in contact with infected poultry .,"O,O,O,O,O,O,O,O,O,O,O"
Experts fear the virus could mutate into a form that is easily transmissible by human-to-human contact .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The military did not specify the number of weapons found , but called it the "" largest weapons cache to date in the city "" - a one-time rebel bastion .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A senior police official said the two Saudi nationals , two Tunisians and one Libyan , who were arrested late Wednesday , had escaped from Fallujah four days ago .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
European Union officials say transportation and other logistical problems are holding up some of the massive amounts of humanitarian aid European countries have offered to victims of Hurricane Katrina .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"More than 20 countries have offered emergency aid teams , tents , meals , water and aircraft to help in the massive relief effort .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A spokeswoman , Melissa Fleming , for the International Atomic Energy Agency says her agency would investigate any relevant information on the subject .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
She said the IAEA expects any country with information about nuclear-related activity of another country to provide that information to the IAEA .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The IAEA says it is in contact with Syrian authorities to verify the authenticity of the report .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Terje Roed-Larsen made the appeal in a meeting with the Israeli parliament 's Defense and Foreign Affairs Committee Tuesday .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Israel leaders have dismissed as insincere Syrian President Bashar al-Assad 's offer to resume peace talks without any preconditions .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
They accuse Syria of harboring groups that want to destroy the Jewish state .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Syria and Israel last held peace talks in January 2000 .,"O,O,O,O,O,O,O,O,O,O,O"
"Colombian authorities say they have captured a wanted drug lord who allegedly led a major ring with his twin brother , who was killed by police earlier this week .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Authorities say the brothers were also members of a right-wing paramilitary group that demobilized in recent years as part of a peace deal with the government .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
But the twins went on the run instead of turning themselves in as part of the deal .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The family of Brad Delp says his death was a suicide .,"O,O,O,O,O,O,O,O,O,O,O,O"
Toxicology tests by the state medical examiner 's office confirmed he committed suicide by sealing himself inside a bathroom with two charcoal grills .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He died from carbon monoxide poisoning .,"O,O,O,O,O,O,O"
"Delp left two notes taped to a door , along with letters to his family and his fiancee , Pamela Sullivan .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
A police representative says the contents of the letters are not known .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
Brad Delp 's family is reportedly planning a public memorial .,"O,O,O,O,O,O,O,O,O,O,O,O"
John Garang,"O,O"
Under the accord Mr. Garang becomes first vice president of Sudan 's national government .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Officials said decreased winds and slightly cooler temperatures have helped firefighters contain the blazes .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
But there are worries that continuing drought conditions could lead to new fires .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The initial fires are being blamed on children playing with fireworks or people being careless with discarded cigarettes .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
U.S. Vice President Dick Cheney has left Singapore after his plane underwent repairs for a minor mechanical problem .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"While there , the plane underwent repairs for a minor electrical problem .","O,O,O,O,O,O,O,O,O,O,O,O,O"
Officials did not describe the problem but said it was not a safety concern and had not affected flight plans .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Earlier , Australian Prime Minister John Howard had said Cheney 's plane was diverted to Singapore because of unspecified problems .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"French authorities have announced April 22 , 2007 , as the date for the first round of the country 's presidential election , with a run-off if needed on May 6 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The term of incumbent President Jacques Chirac expires in May .,"O,O,O,O,O,O,O,O,O,O,O"
"The French leader , who has been in office since 1995 , has not announced whether he plans to seek re-election .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
But most analysts do not believe he will seek another term .,"O,O,O,O,O,O,O,O,O,O,O,O"
"Burmese officials have defended the recent 800 percent increase in fuel prices , saying the hike is a reasonable move to keep pace with world oil prices .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The overnight increase last week raised prices for gasoline from less than four cents per liter to more than 30 cents per liter .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The rate is still much lower than many other countries , but is relatively expensive for Burmese consumers .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Reports indicate prices on everyday goods have jumped following the gas price hike .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The information minister denied the rise was linked to fuel prices , blaming the increase on what he called greedy business people .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Delphi , which split off from its former parent , General Motors , six years ago , recently failed to win financial concessions from unions .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The company 's chairman and chief executive officer , Robert Miller , told the Associated Press he hopes Delphi can emerge from bankruptcy protection within two years .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He said the firm will continue to negotiate with General Motors and its unions to lower labor costs .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Delphi lost nearly $ 5 billion in 2004 and $ 750 million in the first half of this year .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
It has a reported debt load of $ 6 billion .,"O,O,O,O,O,O,O,O,O,O,O"
"Mr. Clinton said Wednesday he is not worried about his condition , a complication that doctors have described as uncommon but not high risk .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Surgeons will drain fluid that has accumulated around the former president 's left lung after his quadruple heart bypass operation last September .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"He is expected to be in the hospital for three to 10 days , but doctors say they expect a full recovery .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"He has told reporters he feels fine despite the condition , which causes some shortness of breath .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Kuwait has found the deadly H5N1 variety of avian flu in one of two infected birds culled by authorities .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The strain was found in a migrating flamingo , while a second , imported bird had the milder H5N2 variant .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Meanwhile , Vietnam says it will set up a medical facility for Cambodian bird flu patients near the border between the two countries in an effort to contain the spread of the virus .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Health officials said the small ward will mean Cambodian patients do not have to travel more deeply into Vietnam for treatment .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
She faces up to 10 years in prison .,"O,O,O,O,O,O,O,O,O"
England became a central figure in the scandal after photographs emerged of her humiliating prisoners .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"She is seen grinning , and in one picture , holding a leash around the neck of a naked prisoner .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Her lawyers argued she is overly compliant and was easily controlled by the accused ringleader of the abuse , then-Specialist Charles Graner , who is now serving a 10-year prison sentence .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Early this year , England pleaded guilty to abuse charges as part of a plea bargain , but a judge later canceled the deal and ordered the case to trial .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Nepal 's main political parties say they are ready to hold talks with Maoists on forming a broad front against King Gyanendra , provided the rebels stop killing civilians .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
A member of the main Nepali Congress party told reporters the parties will set up a team for talks with the rebels .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"But , he said , no date has been fixed .","O,O,O,O,O,O,O,O,O,O,O"
He said human rights groups and activists would be asked to monitor whether the rebels had ended their attacks on civilians before any dialogue is held .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The decision by the seven parties came after Maoist leader Prachanda last month agreed to key conditions set by them .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Prachanda promised that the rebels would stop extortion and also targeting unarmed civilians .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"There has been no reaction by the royalist government , which describes the rebels as terrorists .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Earlier media reported there were nine bodies found in and around the state capital , Chilpancingo .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Authorities said the heads of the men were found in plastic bags in a separate , nearby location .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Authorities found a sign near some of the bodies that read : "" For every one of mine that you kill , I will kill 10 . ""","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Colonel Barry Johnson says a "" verbal altercation "" broke out among four soldiers .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The military spokesman says Platero allegedly took out his weapon and began shooting at the other soldiers .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
A third soldier was wounded in the incident .,"O,O,O,O,O,O,O,O,O"
"The United Nations Food and Agriculture Organization says 36 countries are currently dependent on external food aid , and says civil strife and bad weather are primarily to blame .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Abbas and Mr. Olmert have held periodic meetings in recent months .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Rice said during her trip to the region last week the international conference could "" advance Palestinian statehood . ""","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Zambian Vice President Rupiah Banda says Tuesday the president is in stable condition following the operation which took place Monday afternoon .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Mwanawasa is 59 years old and has served as Zambian president since 2002 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He suffered a mild stroke in 2006 before being re-elected that year .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Mwanawasa also is the leader of the Southern African Development Community .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The statement said that organizers are confident the security is adequate to ensure the safety of all attending the race Sunday .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Practice for the race is Friday with qualifying on Saturday .,"O,O,O,O,O,O,O,O,O,O,O"
The event was disrupted two years ago when a kilted protester ran onto the track during the race .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The number two leader of the al-Qaida terror network has urged Muslims to oppose a referendum proposed by Palestinian President Mahmoud Abbas .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Abbas has been in a power struggle with Hamas since the militant group took control of the Palestinian Authority earlier this year .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Former Portuguese Prime Minister Anibal Cavaco Silva was sworn-in Thursday as the country 's first center-right president in 32 years .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A number of foreign dignitaries attended the inauguration , including former U.S. President George H.W. Bush .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Cavaco Silva has promised to revitalize Portugal 's economy .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
He says he is entirely ready to cooperate with the ruling Socialists to achieve his goals .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The country has been suffering with high unemployment and less than one percent economic growth .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Portuguese president has no executive powers , but does have the authority to dissolve parliament , appoint prime ministers , and veto laws .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Cavaco Silva was elected in January .,"O,O,O,O,O,O,O,O,O"
He is Portugal 's first conservative president since the country became a democracy in 1974 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The report cites an article written by investigative journalist Seymour Hersh that will appear in the coming issue of The New Yorker magazine .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Hersh asserts the administration proceeded with the plan despite Congressional objections .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A National Security Council spokesman told the New York Times that , in the end , the president decided not to help individual candidates for Iraqi office .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"As the newspaper noted , the response did not make clear whether certain parties were helped .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The spokesman added that White House officials were concerned about what they saw as extensive Iranian support for pro-Shiite parties .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Several African states declared Friday a national holiday or a day of national mourning for the pope .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Africans praised Pope John Paul II for his efforts to help the poor and promote peace during many trips to the continent , which now has one of the fastest growing Roman Catholic populations in the world .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Palestinian officials have criticized the plan .,"O,O,O,O,O,O,O"
The remark came in an audio tape posted on an Islamist web site Sunday .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The speaker sounded like Abu Musab al-Zarqawi , but the authenticity of the tape could not be verified .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In the tape , he denounced the Iraqi Islamic Party for endorsing a new constitution , and said the largest Sunni Arab party should not be involved in reconciliation because it will lead to the destruction of the Sunni community .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Zarqawi said his group could have disrupted the December 15 balloting , but did not want to harm the Sunni people .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Egyptian authorities have tentatively identified the remains of one of the bombers who struck a Red Sea resort on Saturday , killing scores of people .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Authorities were performing DNA tests Tuesday to confirm the identity .,"O,O,O,O,O,O,O,O,O,O,O"
"Meanwhile , the Egyptian Health Ministry says 64 people died in the blasts , while local doctors say they account for 88 fatalities .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Several reports quote hospitals as saying the ministry count excludes some sets of body parts .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The reports said the junta blamed the Karen National Union for the blast .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
It was not immediately clear why the incident was reported only Saturday - nearly a week later .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The military has accused the Karen National Union of responsibility for a series of bombings in recent months , including a December blast in Karen state that killed seven people .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Traditional fishermen in poor countries around the world face tough competition from international industrial fishing operations .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
But a lack of money means these laws often are not enforced .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
The House of Representatives ' Energy and Commerce committee voted 31 to 28 late Friday to back a measure aimed at extending health insurance to Americans not now covered .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Congress is about to adjourn for an August recess .,"O,O,O,O,O,O,O,O,O,O"
"But now that the committee has approved the bill , it can move to the full House as early as September .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
A major part of the legislation involves creating a public health insurance plan .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
House Speaker Nancy Pelosi - a Democrat - says the changes will stop the insurance industry from coming between doctors and patients .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
But minority Republicans say the proposal costs too much and is the first step toward a government takeover of health care .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Bangladeshi authorities have slaughtered nearly 20,000 chickens after bird flu was detected at a government-run poultry farm .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Since then , the government has slaughtered more than 3,00,000 chickens .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
No human cases of infection have been reported so far .,"O,O,O,O,O,O,O,O,O,O,O"
Mr. Lavrov said the issue should be handled within the International Atomic Energy Agency .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Secretary Rice later met with Russian President Vladimir Putin , who praised the success of her trip through five Asian countries .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Eric Holder told Muslim Advocates that such operations are essential to identifying and preventing terror attacks on all citizens .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The California-based group had expressed concern that Justice Department tactics bordered on entrapment in some cases .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Undercover FBI agents provided the suspect with the fake bomb .,"O,O,O,O,O,O,O,O,O,O,O"
The director of the Muslim Advocates says it still has concerns and that fairness should be the cornerstone of each probe .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Georgia has said it is considering quitting the group .,"O,O,O,O,O,O,O,O,O,O"
"Tarasyuk says one purpose of next week 's meeting is to strengthen and reorganize the smaller group , which , he said , could bring in other countries .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"They say the attacker , roughly 20 years old , shot and wounded the guard and fled .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Another Israeli guard chased the Palestinian and shot him dead after a brief exchange of fire .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Ten bystanders also were wounded by the gunfire .,"O,O,O,O,O,O,O,O,O"
Several witnesses say the Israeli guard kept shooting after the attacker fell to the ground .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Israeli police say the security guard acted appropriately in response to a terrorist incident .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Two Israeli officers were wounded in that attack .,"O,O,O,O,O,O,O,O,O"
"Speaking on American television ( NBC 's Today Show ) Monday , Paul Bremer said the election was a great victory for the Iraqi people , for democracy and for President Bush 's message of freedom .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Bremer said it is a mark of the resilience and courage of the Iraqi people that they have come this far .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"But he added that despite the apparent success of the vote , he expects more violence ahead .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Aqili is wanted for the death of a senior army officer , killed in an ambush last Saturday .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Canada scored five consecutive goals in the second period after Italy had tied the Group-A game 01-Jan . Jarome Iginla , Dany Heatley , Shane Doan , Martin St. Louis and Brad Richards all scored for Canada .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Meanwhile in Group-B , Daniel Tjarnqvist scored twice while brothers Daniel and Henrik Sedin had one goal each to lead Sweden past Kazakhstan in their first-round game .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Later games have Finland against Switzerland , Germany playing the Czech Republic , Russia taking on Slovakia , and the United States against Latvia .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Xinhua says the drones will scout out suspicious activity and transmit photos and video back to a command station .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
It did not say what threats the sailing event could face .,"O,O,O,O,O,O,O,O,O,O,O,O"
The cleric says previous peace conferences have been at the expense of the Palestinian people .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"He questioned the need for Arab states to attend the forum , since the Palestinians themselves are not taking part .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"He did not mention talks between Israeli Prime Minister Ehud Olmert and Palestinian President Mahmoud Abbas , preparing for the conference .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
There were no casualties reported among the NATO and Afghan troops .,"O,O,O,O,O,O,O,O,O,O,O,O"
"Also on Tuesday , three British soldiers were killed in the same province when suspected Taleban insurgents ambushed a NATO patrol .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
NATO took over security operations this week from U.S.-led coalition forces in six southern Afghan provinces .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Police say they are not sure if the blast was a suicide attack .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
At least one of the people injured was in the vehicle at the time of the explosion .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The FARC , along with a smaller rebel group and rightist paramilitaries , is locked in a long-running war with the government that leaves thousands of people dead each year .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Self-sufficient Gibraltar benefits from an extensive shipping trade , offshore banking , and its position as an international conference center .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Tax rates are low to attract foreign investment .,"O,O,O,O,O,O,O,O,O"
"The British military presence has been sharply reduced and now contributes about 7 % to the local economy , compared with 60 % in 1984 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The financial sector , tourism ( almost 5 million visitors in 1998 ) , gaming revenues , shipping services fees , and duties on consumer goods also generate revenue .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The financial sector , tourism , and the shipping sector contribute 30 % , 30 % , and 25 % , respectively , of GDP .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Telecommunications , e-commerce , and e-gaming account for the remaining 15 % .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In recent years , Gibraltar has seen major structural change from a public to a private sector economy , but changes in government spending still have a major impact on the level of employment .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Poland is an ancient nation that was conceived near the middle of the 10th century .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Its golden age occurred in the 16th century .,"O,O,O,O,O,O,O,O,O"
"During the following century , the strengthening of the gentry and internal disorders weakened the nation .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In a series of agreements between 1772 and 1795 , Russia , Prussia , and Austria partitioned Poland among themselves .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"It became a Soviet satellite state following the war , but its government was comparatively tolerant and progressive .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Labor turmoil in 1980 led to the formation of the independent trade union "" Solidarity "" that over time became a political force and by 1990 had swept parliamentary elections and the presidency .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Poland joined NATO in 1999 and the European Union in 2004 .,"O,O,O,O,O,O,O,O,O,O,O,O"
"With its transformation to a democratic , market-oriented country largely completed , Poland is an increasingly active member of Euro-Atlantic organizations .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"This thoroughly modern market economy features a high-tech agricultural sector , state-of-the-art industry with world-leading firms in pharmaceuticals , maritime shipping and renewable energy , and a high dependence on foreign trade .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Denmark is a member of the European Union ( EU ) ; Danish legislation and regulations conform to EU standards on almost all issues .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
